t,x,y
1773819943.9709616,0.0,0.0
1773819944.0063603,0.0,0.0
1773819944.0408194,0.0,0.0
1773819944.0709562,0.0,0.0
1773819944.105681,0.0,0.0
1773819944.140013,0.0,0.0
1773819944.1710384,0.0,0.0
1773819944.2055027,0.0,0.0
1773819944.241116,0.0,0.0
1773819944.271169,0.0,0.0
1773819944.30542,0.0,0.0
1773819944.340837,0.0,0.0
1773819944.3711498,0.0,0.0
1773819944.4054525,0.0,0.0
1773819944.4411001,0.0,0.0
1773819944.4704127,0.0,0.0
1773819944.5061455,0.0,0.0
1773819944.5405135,0.0,0.0
1773819944.5704386,0.0,0.0
1773819944.6060362,0.0,0.0
1773819944.6413636,0.0,0.0
1773819944.6704473,0.0,0.0
1773819944.7063487,0.0,0.0
1773819944.7410383,0.0,0.0
1773819944.775085,0.0,0.0
1773819944.8061664,0.0,0.0
1773819944.8407195,0.0,0.0
1773819944.8711174,0.0,0.0
1773819944.9057877,0.0,0.0
1773819944.9404159,0.0,0.0
1773819944.9704652,0.0,0.0
1773819945.0056813,0.0,0.0
1773819945.0411603,0.0,0.0
1773819945.0712054,0.0,0.0
1773819945.105444,0.0,0.0
1773819945.140772,0.0,0.0
1773819945.170525,0.0,0.0
1773819945.2058473,0.0,0.0
1773819945.2413645,0.0,0.0
1773819945.2713342,0.0,0.0
1773819945.3061743,0.0,0.0
1773819945.3405638,0.0,0.0
1773819945.3703854,0.0,0.0
1773819945.4057148,0.0,0.0
1773819945.440694,0.0,0.0
1773819945.4710474,0.0,0.0
1773819945.5064309,0.0,0.0
1773819945.5410404,0.0,0.0
1773819945.5711765,0.0,0.0
1773819945.6054497,0.0,0.0
1773819945.6410327,0.0,0.0
1773819945.6705625,0.0,0.0
1773819945.7059844,0.0,0.0
1773819945.740633,0.0,0.0
1773819945.770495,0.0,0.0
1773819945.8061018,0.0,0.0
1773819945.8411508,0.0,0.0
1773819945.8713515,0.0,0.0
1773819945.9058845,0.0,0.0
1773819945.9405985,0.0,0.0
1773819945.9749467,0.0,0.0
1773819946.0059822,0.0,0.0
1773819946.0412564,0.0,0.0
1773819946.071279,0.0,0.0
1773819946.105653,0.0,0.0
1773819946.1409879,0.0,0.0
1773819946.1709423,0.0,0.0
1773819946.2063112,0.0,0.0
1773819946.2406087,0.0,0.0
1773819946.2748537,0.0,0.0
