t,x,y
7.218,0.00365944379887124,-0.002902796539737105
7.25,0.0036233636277924223,-0.002855250950758345
7.286,0.0036089197229500795,-0.00283489683335331
7.318,0.003603111380587882,-0.0028254647773678122
7.352,0.003614123788595526,-0.002834125692568717
7.386,0.0036185115550668584,-0.0028364524132558936
7.418,0.0036202319052572223,-0.0028362170970937742
7.452,0.003650176758086156,-0.0027684679005489693
7.486,0.003662137427515414,-0.00273778216706801
7.518,0.0036668879796011656,-0.002722015278193635
7.552,0.0035728570187450277,-0.0026955709836624154
7.586,0.0035352282574558362,-0.0026805044029550393
7.618,0.0035201449197883694,-0.0026701300267181626
7.652,0.003469600767952828,-0.002605719806802775
7.686,0.0034493697163186596,-0.0025732754701959897
7.718,0.0034412492960617293,-0.0025538688345349914
7.752,0.003389622520655569,-0.002574707250995693
7.786,0.0033689609239664644,-0.0025770621769127602
7.818,0.003360671625969213,-0.00257224593716829
7.852,0.0033839772960960555,-0.0026799204561048316
7.886,0.0033932912898118244,-0.0027203689989449085
7.92,0.0033969938476008047,-0.002733828555314485
7.952,0.0034131511279956225,-0.0028139523517021355
7.986,0.0034196019865569663,-0.002845603679249127
8.018,0.0034221582632881662,-0.002857825616411262
8.052,0.003454256532183821,-0.002978777790817418
8.086,0.003467082397164808,-0.0030303473472299202
8.118,0.0034721881378894015,-0.003053952116622395
8.152,0.0034896350057649086,-0.0030528989772373996
8.186,0.0034965995214749105,-0.0030551455706837125
8.216,0.0034993625416577536,-0.0030583720113019634
8.252,0.003506763823388602,-0.0030392053588453784
8.286,0.0035097124630536795,-0.0030333577343760795
8.318,0.0035108702082446448,-0.0030326940042202585
8.352,0.0034975391956432473,-0.002990618681018466
8.386,0.0034921973467091734,-0.0029740697732593253
8.418,0.003490041849938082,-0.0029676632987323953
8.452,0.003537225796701061,-0.0029943935012879466
8.486,0.003556087496301594,-0.003006145436367149
8.518,0.003563611686446648,-0.003011802010651001
8.552,0.003597398656553846,-0.0030430591922635296
8.586,0.0036109013760863696,-0.0030573975834699892
8.618,0.0036162823590432953,-0.0030648282987028232
8.652,0.0036585046458913143,-0.0030387082665813197
8.686,0.003675381340132718,-0.003028990995307241
8.718,0.003682112292163655,-0.0030257491941743046
8.752,0.0037595875298484594,-0.0031684153083495308
8.786,0.003790563602825079,-0.003230728853100294
8.818,0.0038029331027013783,-0.0032605987574581153
8.852,0.0039000288596288133,-0.003270789584554931
